PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"1820772","Goya's living skeleton","Park RH, Park MP.","BMJ. 1991 Dec 21-28;303(6817):1594-6. doi: 10.1136/bmj.303.6817.1594.","Park RH","BMJ","1991","1991/12/21","PMC1676240","","10.1136/bmj.303.6817.1594"
"2504379","Association between prolonged dietary vitamin D deficiency and autonomous hyperparathyroidism","Sultan AH, Bruckner FE, Eastwood JB.","BMJ. 1989 Jul 22;299(6693):236-7. doi: 10.1136/bmj.299.6693.236.","Sultan AH","BMJ","1989","1989/07/22","PMC1836951","","10.1136/bmj.299.6693.236"
"2504378","Retraction in the light of new data","Alevizaki M, Legon S.","BMJ. 1989 Jul 22;299(6693):235. doi: 10.1136/bmj.299.6693.235.","Alevizaki M","BMJ","1989","1989/07/22","PMC1836947","","10.1136/bmj.299.6693.235"
"2504377","Local bone mineral response to brief exercise that stresses the skeleton","Beverly MC, Rider TA, Evans MJ, Smith R.","BMJ. 1989 Jul 22;299(6693):233-5. doi: 10.1136/bmj.299.6693.233.","Beverly MC","BMJ","1989","1989/07/22","PMC1836936","","10.1136/bmj.299.6693.233"
"2504376","Prognosis in diabetic nephropathy","Parving HH, Hommel E.","BMJ. 1989 Jul 22;299(6693):230-3. doi: 10.1136/bmj.299.6693.230.","Parving HH","BMJ","1989","1989/07/22","PMC1836921","","10.1136/bmj.299.6693.230"
"2504375","Influence of maternal diet during lactation and use of formula feeds on development of atopic eczema in high risk infants","Chandra RK, Puri S, Hamed A.","BMJ. 1989 Jul 22;299(6693):228-30. doi: 10.1136/bmj.299.6693.228.","Chandra RK","BMJ","1989","1989/07/22","PMC1836914","","10.1136/bmj.299.6693.228"
"2504374","Changes in surveillance of HIV and AIDS","","BMJ. 1989 Jul 22;299(6693):222.","","BMJ","1989","1989/07/22","PMC1836942","",""
"2504373","A European perspective in regulating clinical research","Byrne P.","BMJ. 1989 Jul 22;299(6693):218. doi: 10.1136/bmj.299.6693.218.","Byrne P","BMJ","1989","1989/07/22","PMC1836935","","10.1136/bmj.299.6693.218"
"2504372","Serious gaps in response to Griffiths","Murphy E.","BMJ. 1989 Jul 22;299(6693):217-8. doi: 10.1136/bmj.299.6693.217.","Murphy E","BMJ","1989","1989/07/22","PMC1836944","","10.1136/bmj.299.6693.217"
"2504371","Treating patients with asthma who are dependent on systemic steroids","Shiner RJ, Geddes DM.","BMJ. 1989 Jul 22;299(6693):216-7. doi: 10.1136/bmj.299.6693.216.","Shiner RJ","BMJ","1989","1989/07/22","PMC1836938","","10.1136/bmj.299.6693.216"
"2475197","Benign prostatic hyperplasia: the best treatment","Chisholm GD.","BMJ. 1989 Jul 22;299(6693):215-6. doi: 10.1136/bmj.299.6693.215.","Chisholm GD","BMJ","1989","1989/07/22","PMC1836932","","10.1136/bmj.299.6693.215"
"11644414","Controlling the release of genetically engineered organisms","Dixon B.","BMJ. 1989 Jul 15;299(6692):145.","Dixon B","BMJ","1989","1989/07/15","PMC1837027","",""
"2569901","Clinical course of primary HIV infection: consequences for subsequent course of infection","Pedersen C, Lindhardt BO, Jensen BL, Lauritzen E, Gerstoft J, Dickmeiss E, Gaub J, Scheibel E, Karlsmark T.","BMJ. 1989 Jul 15;299(6692):154-7. doi: 10.1136/bmj.299.6692.154.","Pedersen C","BMJ","1989","1989/07/15","PMC1837064","","10.1136/bmj.299.6692.154"
"2527577","ABC of clinical genetics. DNA analysis in genetic disorders","Kingston HM.","BMJ. 1989 Jul 15;299(6692):170-4. doi: 10.1136/bmj.299.6692.170.","Kingston HM","BMJ","1989","1989/07/15","PMC1837068","","10.1136/bmj.299.6692.170"
"2504370","Urinary tract infections in men","Welch I, Pilkington H, Bradbeer C.","BMJ. 1989 Jul 15;299(6692):184. doi: 10.1136/bmj.299.6692.184.","Welch I","BMJ","1989","1989/07/15","PMC1837037","","10.1136/bmj.299.6692.184"
"2504369","Lake Nyos disaster","Lanigan C.","BMJ. 1989 Jul 15;299(6692):183. doi: 10.1136/bmj.299.6692.183-a.","Lanigan C","BMJ","1989","1989/07/15","PMC1837061","","10.1136/bmj.299.6692.183-a"
"2504368","Guidelines on HIV infection","McEwen LM.","BMJ. 1989 Jul 15;299(6692):182-3. doi: 10.1136/bmj.299.6692.182-b.","McEwen LM","BMJ","1989","1989/07/15","PMC1837036","","10.1136/bmj.299.6692.182-b"
"2504367","Prevalence and diagnosis of chronic respiratory symptoms","Cotes JE.","BMJ. 1989 Jul 15;299(6692):182. doi: 10.1136/bmj.299.6692.182.","Cotes JE","BMJ","1989","1989/07/15","PMC1837079","","10.1136/bmj.299.6692.182"
"2504366","Hypercalcaemia in malignancy","Ralston SH, Gallacher SJ, Parel U, Boyle IT.","BMJ. 1989 Jul 15;299(6692):181-2. doi: 10.1136/bmj.299.6692.181-c.","Ralston SH","BMJ","1989","1989/07/15","PMC1837077","","10.1136/bmj.299.6692.181-c"
"2504365","Treatment of obstruction of urinary outflow","Buckley JF, Smith G, Bowler GM, Fowler JW, Littlewood DG, Tolley DA.","BMJ. 1989 Jul 15;299(6692):181. doi: 10.1136/bmj.299.6692.181-a.","Buckley JF","BMJ","1989","1989/07/15","PMC1837069","","10.1136/bmj.299.6692.181-a"
"2504364","Who is for cholesterol testing?","","BMJ. 1989 Jul 15;299(6692):180-1.","","BMJ","1989","1989/07/15","PMC1837047","",""
"2504363","Myocardial infarction in Asian men","McKeigue PM, Marmot M.","BMJ. 1989 Jul 15;299(6692):179-80. doi: 10.1136/bmj.299.6692.179-a.","McKeigue PM","BMJ","1989","1989/07/15","PMC1837060","","10.1136/bmj.299.6692.179-a"
"2504362","Suffocation and sudden infant death syndrome","","BMJ. 1989 Jul 15;299(6692):178-9. doi: 10.1136/bmj.299.6692.178.","","BMJ","1989","1989/07/15","PMC1837076","","10.1136/bmj.299.6692.178"
"2504361","Clinical medicine in revolution: 2--Fusion in the crucible","Gabbay J.","BMJ. 1989 Jul 15;299(6692):166-9. doi: 10.1136/bmj.299.6692.166.","Gabbay J","BMJ","1989","1989/07/15","PMC1837051","","10.1136/bmj.299.6692.166"
"2504360","Evaluation of a call programme for cervical cytology screening in women aged 50-60","Robertson AJ, Reid GS, Stoker CA, Bissett C, Waugh N, Fenton I, Rowan J, Halkerston R.","BMJ. 1989 Jul 15;299(6692):163-6. doi: 10.1136/bmj.299.6692.163.","Robertson AJ","BMJ","1989","1989/07/15","PMC1837041","","10.1136/bmj.299.6692.163"
"2504359","Prospective randomised controlled trial of methods of call and recall for cervical cytology screening","Pierce M, Lundy S, Palanisamy A, Winning S, King J.","BMJ. 1989 Jul 15;299(6692):160-2. doi: 10.1136/bmj.299.6692.160.","Pierce M","BMJ","1989","1989/07/15","PMC1837038","","10.1136/bmj.299.6692.160"
"2504358","Reversible toxicity in poisoning with colloidal bismuth subcitrate","Hudson M, Mowat NA.","BMJ. 1989 Jul 15;299(6692):159. doi: 10.1136/bmj.299.6692.159.","Hudson M","BMJ","1989","1989/07/15","PMC1837032","","10.1136/bmj.299.6692.159"
"2504357","Randomised trial of two strategies offering women mobile screening for breast cancer","Williams EM, Vessey MP.","BMJ. 1989 Jul 15;299(6692):158-9. doi: 10.1136/bmj.299.6692.158.","Williams EM","BMJ","1989","1989/07/15","PMC1837026","","10.1136/bmj.299.6692.158"
"2504356","Poor response to treatment of renal anaemia with erythropoietin corrected by iron given intravenously","Macdougall IC, Hutton RD, Cavill I, Coles GA, Williams JD.","BMJ. 1989 Jul 15;299(6692):157-8. doi: 10.1136/bmj.299.6692.157.","Macdougall IC","BMJ","1989","1989/07/15","PMC1837074","","10.1136/bmj.299.6692.157"
"2504355","Risks of AIDS among workers in the ""sex industry"": some initial results from a Scottish study","Thomas RM, Plant MA, Plant ML, Sales DI.","BMJ. 1989 Jul 15;299(6692):148-9. doi: 10.1136/bmj.299.6692.148.","Thomas RM","BMJ","1989","1989/07/15","PMC1837049","","10.1136/bmj.299.6692.148"
"2504354","Attitudes of teenagers in Liverpool to breast feeding","Gregg JE.","BMJ. 1989 Jul 15;299(6692):147-8. doi: 10.1136/bmj.299.6692.147.","Gregg JE","BMJ","1989","1989/07/15","PMC1837046","","10.1136/bmj.299.6692.147"
"2504353","Treating migraine","Clough C.","BMJ. 1989 Jul 15;299(6692):141-2. doi: 10.1136/bmj.299.6692.141.","Clough C","BMJ","1989","1989/07/15","PMC1837030","","10.1136/bmj.299.6692.141"
"2504352","Cardiac surgery in the elderly","Elder AT, Cameron EW.","BMJ. 1989 Jul 15;299(6692):140-1. doi: 10.1136/bmj.299.6692.140.","Elder AT","BMJ","1989","1989/07/15","PMC1837080","","10.1136/bmj.299.6692.140"
"2504351","The course of anorexia nervosa","Patton G.","BMJ. 1989 Jul 15;299(6692):139-40. doi: 10.1136/bmj.299.6692.139.","Patton G","BMJ","1989","1989/07/15","PMC1837073","","10.1136/bmj.299.6692.139"
"2504350","The computer will see you now","Pelosi AJ, Lewis G.","BMJ. 1989 Jul 15;299(6692):138-9. doi: 10.1136/bmj.299.6692.138.","Pelosi AJ","BMJ","1989","1989/07/15","PMC1837071","","10.1136/bmj.299.6692.138"
"2504349","Regulating doctors","Lock S.","BMJ. 1989 Jul 15;299(6692):137-8. doi: 10.1136/bmj.299.6692.137.","Lock S","BMJ","1989","1989/07/15","PMC1837067","","10.1136/bmj.299.6692.137"
"2475196","Myoclonus associated with treatment with high doses of morphine: the role of supplemental drugs","Potter JM, Reid DB, Shaw RJ, Hackett P, Hickman PE.","BMJ. 1989 Jul 15;299(6692):150-3. doi: 10.1136/bmj.299.6692.150.","Potter JM","BMJ","1989","1989/07/15","PMC1837058","","10.1136/bmj.299.6692.150"
"2527576","Left lower lobe ventilation and its relation to cardiomegaly and posture","Alexander MS, Arnot RN, Lavender JP.","BMJ. 1989 Jul 8;299(6691):94. doi: 10.1136/bmj.299.6691.94.","Alexander MS","BMJ","1989","1989/07/08","PMC1837099","","10.1136/bmj.299.6691.94"
"2527575","Law lords' decision on consent","Jolly CD.","BMJ. 1989 Jul 8;299(6691):125. doi: 10.1136/bmj.299.6691.125-a.","Jolly CD","BMJ","1989","1989/07/08","PMC1837123","","10.1136/bmj.299.6691.125-a"
"2504348","Evaluation of the cervical cytology screening programme in an inner city health district","Beardow R, Oerton J, Victor C.","BMJ. 1989 Jul 8;299(6691):98-100. doi: 10.1136/bmj.299.6691.98.","Beardow R","BMJ","1989","1989/07/08","PMC1837137","","10.1136/bmj.299.6691.98"
"2504347","Cost minimisation study of transdermal glyceryl trinitrate in reducing failures of peripheral intravenous infusion","Khawaja HT, O'Brien BJ, Buxton MJ, Weaver PC.","BMJ. 1989 Jul 8;299(6691):97. doi: 10.1136/bmj.299.6691.97.","Khawaja HT","BMJ","1989","1989/07/08","PMC1837131","","10.1136/bmj.299.6691.97"
"2504346","Defibrillation by ambulance staff who have had extended training","Wright D, James C, Marsden AK, Mackintosh AF.","BMJ. 1989 Jul 8;299(6691):96-7. doi: 10.1136/bmj.299.6691.96.","Wright D","BMJ","1989","1989/07/08","PMC1837124","","10.1136/bmj.299.6691.96"
"2504345","Gastro-oesophageal disorders in adults with severe mental impairment","Kuruvilla J, Trewby PN.","BMJ. 1989 Jul 8;299(6691):95-6. doi: 10.1136/bmj.299.6691.95.","Kuruvilla J","BMJ","1989","1989/07/08","PMC1837119","","10.1136/bmj.299.6691.95"
"2504344","Providencia alcalifaciens and travellers' diarrhoea","Haynes J, Hawkey PM.","BMJ. 1989 Jul 8;299(6691):94-5. doi: 10.1136/bmj.299.6691.94-a.","Haynes J","BMJ","1989","1989/07/08","PMC1837104","","10.1136/bmj.299.6691.94-a"
"2504343","Is excessive running predictive of degenerative hip disease? Controlled study of former elite athletes","Marti B, Knobloch M, Tschopp A, Jucker A, Howald H.","BMJ. 1989 Jul 8;299(6691):91-3. doi: 10.1136/bmj.299.6691.91.","Marti B","BMJ","1989","1989/07/08","PMC1837113","","10.1136/bmj.299.6691.91"
"2504342","Excess benign melanocytic naevi after chemotherapy for malignancy in childhood","Hughes BR, Cunliffe WJ, Bailey CC.","BMJ. 1989 Jul 8;299(6691):88-91. doi: 10.1136/bmj.299.6691.88.","Hughes BR","BMJ","1989","1989/07/08","PMC1837103","","10.1136/bmj.299.6691.88"
"2504341","Mental distress and social conditions and lifestyle in northern Norway","Hansen V, Jacobsen BK.","BMJ. 1989 Jul 8;299(6691):85-8. doi: 10.1136/bmj.299.6691.85.","Hansen V","BMJ","1989","1989/07/08","PMC1837088","","10.1136/bmj.299.6691.85"
"2504340","Risk factors and 25 year risk of coronary heart disease in a male population with a high incidence of the disease: the Finnish cohorts of the seven countries study","Pekkanen J, Nissinen A, Puska P, Punsar S, Karvonen MJ.","BMJ. 1989 Jul 8;299(6691):81-5. doi: 10.1136/bmj.299.6691.81.","Pekkanen J","BMJ","1989","1989/07/08","PMC1837141","","10.1136/bmj.299.6691.81"
"2504339","Academic occupational health under threat","Waldron HA.","BMJ. 1989 Jul 8;299(6691):74. doi: 10.1136/bmj.299.6691.74.","Waldron HA","BMJ","1989","1989/07/08","PMC1837083","","10.1136/bmj.299.6691.74"
"2504338","The politics of inadequate registers","Armstrong EM.","BMJ. 1989 Jul 8;299(6691):73. doi: 10.1136/bmj.299.6691.73.","Armstrong EM","BMJ","1989","1989/07/08","PMC1837102","","10.1136/bmj.299.6691.73"
"2504337","HIV and decontamination procedures","Cooke EM.","BMJ. 1989 Jul 8;299(6691):72-3. doi: 10.1136/bmj.299.6691.72.","Cooke EM","BMJ","1989","1989/07/08","PMC1837098","","10.1136/bmj.299.6691.72"
"2504336","Non-migrainous headaches","Clough C.","BMJ. 1989 Jul 8;299(6691):70-2. doi: 10.1136/bmj.299.6691.70.","Clough C","BMJ","1989","1989/07/08","PMC1837100","","10.1136/bmj.299.6691.70"
"2504335","Acute right ventricular infarction","Caplin JL.","BMJ. 1989 Jul 8;299(6691):69-70. doi: 10.1136/bmj.299.6691.69.","Caplin JL","BMJ","1989","1989/07/08","PMC1837096","","10.1136/bmj.299.6691.69"
"2504334","Sudden infant death syndrome and the media","Routh C.","BMJ. 1989 Jul 8;299(6691):125. doi: 10.1136/bmj.299.6691.125-d.","Routh C","BMJ","1989","1989/07/08","PMC1837082","","10.1136/bmj.299.6691.125-d"
"2504333","Junior doctors and self governing hospitals","Dawes PJ.","BMJ. 1989 Jul 8;299(6691):125. doi: 10.1136/bmj.299.6691.125-b.","Dawes PJ","BMJ","1989","1989/07/08","PMC1837130","","10.1136/bmj.299.6691.125-b"
"2504332","Iron deficiency in children","Mills A.","BMJ. 1989 Jul 8;299(6691):124-5. doi: 10.1136/bmj.299.6691.124-d.","Mills A","BMJ","1989","1989/07/08","PMC1837106","","10.1136/bmj.299.6691.124-d"
"2504331","Mortality and antihypertensive treatment in the elderly","Millar AJ, Fulton JD, Erwin L, Scott PJ.","BMJ. 1989 Jul 8;299(6691):124. doi: 10.1136/bmj.299.6691.124.","Millar AJ","BMJ","1989","1989/07/08","PMC1837087","","10.1136/bmj.299.6691.124"
"2504330","Glass in the foot","Wright FW.","BMJ. 1989 Jul 8;299(6691):124. doi: 10.1136/bmj.299.6691.124-a.","Wright FW","BMJ","1989","1989/07/08","PMC1837093","","10.1136/bmj.299.6691.124-a"
"2504329","Diabetic dietary prescriptions","Baxter MA, Wright AD.","BMJ. 1989 Jul 8;299(6691):124. doi: 10.1136/bmj.299.6691.124-c.","Baxter MA","BMJ","1989","1989/07/08","PMC1837101","","10.1136/bmj.299.6691.124-c"
"2504328","Anteroposterior radiography in cervical pain of non-traumatic origin","Lloyd M, Annis J, Renton P.","BMJ. 1989 Jul 8;299(6691):123-4. doi: 10.1136/bmj.299.6691.123-d.","Lloyd M","BMJ","1989","1989/07/08","PMC1837126","","10.1136/bmj.299.6691.123-d"
"2504327","Neck sprains after car accidents","Maimaris C.","BMJ. 1989 Jul 8;299(6691):123. doi: 10.1136/bmj.299.6691.123-a.","Maimaris C","BMJ","1989","1989/07/08","PMC1837112","","10.1136/bmj.299.6691.123-a"
"2504326","Cigarette smoking on increase","Owen WC.","BMJ. 1989 Jul 8;299(6691):123. doi: 10.1136/bmj.299.6691.123-b.","Owen WC","BMJ","1989","1989/07/08","PMC1837117","","10.1136/bmj.299.6691.123-b"
"2504325","Acute cerebral oedema induced by methotrexate","Ellis SJ.","BMJ. 1989 Jul 8;299(6691):122-3. doi: 10.1136/bmj.299.6691.122-c.","Ellis SJ","BMJ","1989","1989/07/08","PMC1837091","","10.1136/bmj.299.6691.122-c"
"2504324","Urinary tract infections in men","Maskell R.","BMJ. 1989 Jul 8;299(6691):122. doi: 10.1136/bmj.299.6691.122-a.","Maskell R","BMJ","1989","1989/07/08","PMC1837140","","10.1136/bmj.299.6691.122-a"
"2504323","Signals from the somatising patient","Price J.","BMJ. 1989 Jul 8;299(6691):122. doi: 10.1136/bmj.299.6691.122-b.","Price J","BMJ","1989","1989/07/08","PMC1837085","","10.1136/bmj.299.6691.122-b"
"2504322","Sick doctors","Philipp R, Philipp E.","BMJ. 1989 Jul 8;299(6691):122. doi: 10.1136/bmj.299.6691.122.","Philipp R","BMJ","1989","1989/07/08","PMC1837133","","10.1136/bmj.299.6691.122"
"2504321","Caffeine and babies","","BMJ. 1989 Jul 8;299(6691):121.","","BMJ","1989","1989/07/08","PMC1837116","",""
"2504320","Egg donation and medical ethics","Abdalla H, Studd JW.","BMJ. 1989 Jul 8;299(6691):120. doi: 10.1136/bmj.299.6691.120-a.","Abdalla H","BMJ","1989","1989/07/08","PMC1837089","","10.1136/bmj.299.6691.120-a"
"2504319","Use of stents for treating obstruction of urinary outflow","","BMJ. 1989 Jul 8;299(6691):119-20. doi: 10.1136/bmj.299.6691.119-b.","","BMJ","1989","1989/07/08","PMC1837115","","10.1136/bmj.299.6691.119-b"
"2504318","General practice observed","","BMJ. 1989 Jul 8;299(6691):119.","","BMJ","1989","1989/07/08","PMC1837107","",""
"2504317","ABC of child abuse. Emotional abuse and delay in growth","Skuse DH.","BMJ. 1989 Jul 8;299(6691):113-5. doi: 10.1136/bmj.299.6691.113.","Skuse DH","BMJ","1989","1989/07/08","PMC1837122","","10.1136/bmj.299.6691.113"
"2504316","Profile of the GMC: portrait or caricature?","Kilpatrick R.","BMJ. 1989 Jul 8;299(6691):109-12. doi: 10.1136/bmj.299.6691.109.","Kilpatrick R","BMJ","1989","1989/07/08","PMC1837114","","10.1136/bmj.299.6691.109"
"2504315","Clinical medicine in revolution: 1--New elements in the old regime","Gabbay J.","BMJ. 1989 Jul 8;299(6691):106-9. doi: 10.1136/bmj.299.6691.106.","Gabbay J","BMJ","1989","1989/07/08","PMC1837105","","10.1136/bmj.299.6691.106"
"2504314","Attendance and non-attendance for breast screening at the south east London breast screening service","McEwen J, King E, Bickler G.","BMJ. 1989 Jul 8;299(6691):104-6. doi: 10.1136/bmj.299.6691.104.","McEwen J","BMJ","1989","1989/07/08","PMC1837095","","10.1136/bmj.299.6691.104"
"2504313","Cervical cytology screening and government policy","Ross SK.","BMJ. 1989 Jul 8;299(6691):101-4. doi: 10.1136/bmj.299.6691.101.","Ross SK","BMJ","1989","1989/07/08","PMC1837094","","10.1136/bmj.299.6691.101"
"2569341","ABC of clinical genetics. Techniques of DNA analysis","Kingston HM.","BMJ. 1989 Jul 1;299(6690):34-7. doi: 10.1136/bmj.299.6690.34.","Kingston HM","BMJ","1989","1989/07/01","PMC1836967","","10.1136/bmj.299.6690.34"
"2547470","Change in cough reflex after treatment with enalapril and ramipril","McEwan JR, Choudry N, Street R, Fuller RW.","BMJ. 1989 Jul 1;299(6690):13-6. doi: 10.1136/bmj.299.6690.13.","McEwan JR","BMJ","1989","1989/07/01","PMC1836998","","10.1136/bmj.299.6690.13"
"2503222","Close vote and now a ballot on GPs' contract","MacPherson G.","BMJ. 1989 Jul 1;299(6690):6. doi: 10.1136/bmj.299.6690.6.","MacPherson G","BMJ","1989","1989/07/01","PMC1837015","","10.1136/bmj.299.6690.6"
"2503221","Safe use of lignocaine","Scott DB.","BMJ. 1989 Jul 1;299(6690):56. doi: 10.1136/bmj.299.6690.56-a.","Scott DB","BMJ","1989","1989/07/01","PMC1836992","","10.1136/bmj.299.6690.56-a"
"2503220","Genetic factors in hyperactivity","Barnicoat A.","BMJ. 1989 Jul 1;299(6690):56. doi: 10.1136/bmj.299.6690.56-b.","Barnicoat A","BMJ","1989","1989/07/01","PMC1836963","","10.1136/bmj.299.6690.56-b"
"2503219","General practitioners' attitudes towards AIDS","Wilkinson C.","BMJ. 1989 Jul 1;299(6690):55-6. doi: 10.1136/bmj.299.6690.55-c.","Wilkinson C","BMJ","1989","1989/07/01","PMC1837012","","10.1136/bmj.299.6690.55-c"
"2503218","Treatment of shingles and post-herpetic neuralgia","Schieff C.","BMJ. 1989 Jul 1;299(6690):55. doi: 10.1136/bmj.299.6690.55-a.","Schieff C","BMJ","1989","1989/07/01","PMC1837005","","10.1136/bmj.299.6690.55-a"
"2503217","Overuse injuries in musicians","Parry CB.","BMJ. 1989 Jul 1;299(6690):55. doi: 10.1136/bmj.299.6690.55.","Parry CB","BMJ","1989","1989/07/01","PMC1836968","","10.1136/bmj.299.6690.55"
"2503216","Immunoscintigraphy with monoclonal antibodies","McHardy KC, Harvey R, Trainer PJ, Reid IW.","BMJ. 1989 Jul 1;299(6690):55. doi: 10.1136/bmj.299.6690.55-b.","McHardy KC","BMJ","1989","1989/07/01","PMC1836973","","10.1136/bmj.299.6690.55-b"
"2503215","How to be a manager","","BMJ. 1989 Jul 1;299(6690):54.","","BMJ","1989","1989/07/01","PMC1836982","",""
"2503214","Standards of wheelchairs","Crewe R.","BMJ. 1989 Jul 1;299(6690):53-4. doi: 10.1136/bmj.299.6690.53-e.","Crewe R","BMJ","1989","1989/07/01","PMC1837022","","10.1136/bmj.299.6690.53-e"
"2503213","Non-attendance or non-invitation?","Davidson IA.","BMJ. 1989 Jul 1;299(6690):53. doi: 10.1136/bmj.299.6690.53-b.","Davidson IA","BMJ","1989","1989/07/01","PMC1836978","","10.1136/bmj.299.6690.53-b"
"2503212","Neck sprains after car accidents","Horne G.","BMJ. 1989 Jul 1;299(6690):53. doi: 10.1136/bmj.299.6690.53-a.","Horne G","BMJ","1989","1989/07/01","PMC1837011","","10.1136/bmj.299.6690.53-a"
"2503211","Hearing loss in the elderly","Reilly PG, Narula A.","BMJ. 1989 Jul 1;299(6690):53. doi: 10.1136/bmj.299.6690.53.","Reilly PG","BMJ","1989","1989/07/01","PMC1836971","","10.1136/bmj.299.6690.53"
"2503210","Disimpaction of swallowed bolus","Campbell N, Sykes PA.","BMJ. 1989 Jul 1;299(6690):53. doi: 10.1136/bmj.299.6690.53-d.","Campbell N","BMJ","1989","1989/07/01","PMC1836985","","10.1136/bmj.299.6690.53-d"
"2503209","Plasma cholesterol, coronary heart disease and cancer","Walker AR, Walker BF.","BMJ. 1989 Jul 1;299(6690):52. doi: 10.1136/bmj.299.6690.52-a.","Walker AR","BMJ","1989","1989/07/01","PMC1837024","","10.1136/bmj.299.6690.52-a"
"2503208","First myocardial infarction in Asian and white men","Samanta A, Woods KL, Burden AC.","BMJ. 1989 Jul 1;299(6690):52. doi: 10.1136/bmj.299.6690.52.","Samanta A","BMJ","1989","1989/07/01","PMC1836987","","10.1136/bmj.299.6690.52"
"2503207","Ethnic differences in incidence of severe burns and scalds","McCarthy M.","BMJ. 1989 Jul 1;299(6690):51-2. doi: 10.1136/bmj.299.6690.51-d.","McCarthy M","BMJ","1989","1989/07/01","PMC1837014","","10.1136/bmj.299.6690.51-d"
"2503206","Hormone replacement treatment","","BMJ. 1989 Jul 1;299(6690):50-1.","","BMJ","1989","1989/07/01","PMC1837016","",""
"2503205","Perestroika in the Soviet Union's health system","Paton CR.","BMJ. 1989 Jul 1;299(6690):45-6. doi: 10.1136/bmj.299.6690.45.","Paton CR","BMJ","1989","1989/07/01","PMC1836990","","10.1136/bmj.299.6690.45"
"2503204","Nasal oxygen in exacerbations of ventilatory failure: an underappreciated risk","Davies RJ, Hopkin JM.","BMJ. 1989 Jul 1;299(6690):43-4. doi: 10.1136/bmj.299.6690.43.","Davies RJ","BMJ","1989","1989/07/01","PMC1836961","","10.1136/bmj.299.6690.43"
"2503203","Profile of the GMC: The council's internal problems","Smith R.","BMJ. 1989 Jul 1;299(6690):40-3. doi: 10.1136/bmj.299.6690.40.","Smith R","BMJ","1989","1989/07/01","PMC1836983","","10.1136/bmj.299.6690.40"
"2503202","Greening the NHS","Gray M, Keeble B.","BMJ. 1989 Jul 1;299(6690):4-5. doi: 10.1136/bmj.299.6690.4.","Gray M","BMJ","1989","1989/07/01","PMC1837009","","10.1136/bmj.299.6690.4"
"2503201","Psychiatric aspects of Parkinson's disease","Baldwin RC, Byrne EJ.","BMJ. 1989 Jul 1;299(6690):3-4. doi: 10.1136/bmj.299.6690.3-a.","Baldwin RC","BMJ","1989","1989/07/01","PMC1836974","","10.1136/bmj.299.6690.3-a"
"2503200","Preimplantation diagnosis with the polymerase chain reaction","Read AP, Donnai D.","BMJ. 1989 Jul 1;299(6690):3. doi: 10.1136/bmj.299.6690.3.","Read AP","BMJ","1989","1989/07/01","PMC1837006","","10.1136/bmj.299.6690.3"
"2503199","Prescribing costs when computers are used to issue all prescriptions","Donald JB.","BMJ. 1989 Jul 1;299(6690):28-30. doi: 10.1136/bmj.299.6690.28.","Donald JB","BMJ","1989","1989/07/01","PMC1836991","","10.1136/bmj.299.6690.28"
"2503198","Plasma cholesterol concentration and primary brain tumours","Smith GD, Shipley MJ.","BMJ. 1989 Jul 1;299(6690):26-7. doi: 10.1136/bmj.299.6690.26.","Smith GD","BMJ","1989","1989/07/01","PMC1836986","","10.1136/bmj.299.6690.26"
"2503197","Geriatric rehabilitative care after fractures of the proximal femur: one year follow up of a randomised clinical trial","Reid J, Kennie DC.","BMJ. 1989 Jul 1;299(6690):25-6. doi: 10.1136/bmj.299.6690.25-a.","Reid J","BMJ","1989","1989/07/01","PMC1837013","","10.1136/bmj.299.6690.25-a"
"2503196","Early amniocentesis: a cytogenetic evaluation","Rooney DE, MacLachlan N, Smith J, Rebello MT, Loeffler FE, Beard RW, Rodeck C, Coleman DV.","BMJ. 1989 Jul 1;299(6690):25. doi: 10.1136/bmj.299.6690.25.","Rooney DE","BMJ","1989","1989/07/01","PMC1836975","","10.1136/bmj.299.6690.25"
"2503195","Genetic analysis of DNA from single human oocytes: a model for preimplantation diagnosis of cystic fibrosis","Coutelle C, Williams C, Handyside A, Hardy K, Winston R, Williamson R.","BMJ. 1989 Jul 1;299(6690):22-4. doi: 10.1136/bmj.299.6690.22.","Coutelle C","BMJ","1989","1989/07/01","PMC1837017","","10.1136/bmj.299.6690.22"
"2503194","Screening for antibodies to anaesthetics","Noble DW, Yap PL.","BMJ. 1989 Jul 1;299(6690):2. doi: 10.1136/bmj.299.6690.2.","Noble DW","BMJ","1989","1989/07/01","PMC1836977","","10.1136/bmj.299.6690.2"
"2503193","Drinking among medical students: a questionnaire survey","Collier DJ, Beales IL.","BMJ. 1989 Jul 1;299(6690):19-22. doi: 10.1136/bmj.299.6690.19.","Collier DJ","BMJ","1989","1989/07/01","PMC1836972","","10.1136/bmj.299.6690.19"
"2503192","Accuracy in clinically evaluating pigmented lesions","Curley RK, Cook MG, Fallowfield ME, Marsden RA.","BMJ. 1989 Jul 1;299(6690):16-8. doi: 10.1136/bmj.299.6690.16.","Curley RK","BMJ","1989","1989/07/01","PMC1837000","","10.1136/bmj.299.6690.16"
"2503191","Running out of staff for the NHS","Livesley B.","BMJ. 1989 Jul 1;299(6690):1-2. doi: 10.1136/bmj.299.6690.1.","Livesley B","BMJ","1989","1989/07/01","PMC1837007","","10.1136/bmj.299.6690.1"
