PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"8605453","UV radiation peaks at record high in UK","Court C.","BMJ. 1996 Mar 23;312(7033):729. doi: 10.1136/bmj.312.7033.729.","Court C","BMJ","1996","1996/03/23","","","10.1136/bmj.312.7033.729"
"8605452","New targets set for cervical screening","Dyer O.","BMJ. 1996 Mar 23;312(7033):728-9. doi: 10.1136/bmj.312.7033.728b.","Dyer O","BMJ","1996","1996/03/23","","","10.1136/bmj.312.7033.728b"
"8605451","Dutch investigation launched into abortion clinics","Sheldon T.","BMJ. 1996 Mar 23;312(7033):727-8. doi: 10.1136/bmj.312.7033.727b.","Sheldon T","BMJ","1996","1996/03/23","","","10.1136/bmj.312.7033.727b"
"8605450","Israel issues guidelines on prolonging life","Siegel-Itzkovich J.","BMJ. 1996 Mar 23;312(7033):727. doi: 10.1136/bmj.312.7033.727a.","Siegel-Itzkovich J","BMJ","1996","1996/03/23","","","10.1136/bmj.312.7033.727a"
"8605449","Germany cuts funds for methadone treatment","Karcher H.","BMJ. 1996 Mar 23;312(7033):727. doi: 10.1136/bmj.312.7033.727.","Karcher H","BMJ","1996","1996/03/23","","","10.1136/bmj.312.7033.727"
"8605448","Parkinson's, Alzheimer's, and motor neurone disease","Ben-Shlomo Y, Whitehead AS, Smith GD.","BMJ. 1996 Mar 23;312(7033):724. doi: 10.1136/bmj.312.7033.724.","Ben-Shlomo Y","BMJ","1996","1996/03/23","PMC2350458","","10.1136/bmj.312.7033.724"
"8605447","Time to redefine authorship","Horton R, Smith R.","BMJ. 1996 Mar 23;312(7033):723. doi: 10.1136/bmj.312.7033.723.","Horton R","BMJ","1996","1996/03/23","PMC2350493","","10.1136/bmj.312.7033.723"
"8605446","Helping sick doctors","Chambers R, Maxwell R.","BMJ. 1996 Mar 23;312(7033):722-3. doi: 10.1136/bmj.312.7033.722.","Chambers R","BMJ","1996","1996/03/23","PMC2350470","","10.1136/bmj.312.7033.722"
"8605445","Tobacco funding for academics","Carnall D.","BMJ. 1996 Mar 23;312(7033):721-2. doi: 10.1136/bmj.312.7033.721.","Carnall D","BMJ","1996","1996/03/23","PMC2350436","","10.1136/bmj.312.7033.721"
"8605444","The future shape of accident and emergency services","Newman P.","BMJ. 1996 Mar 23;312(7033):720-1. doi: 10.1136/bmj.312.7033.720.","Newman P","BMJ","1996","1996/03/23","PMC2350494","","10.1136/bmj.312.7033.720"
"8605443","Directly observed therapy for tuberculosis","Morse DI.","BMJ. 1996 Mar 23;312(7033):719-20. doi: 10.1136/bmj.312.7033.719.","Morse DI","BMJ","1996","1996/03/23","PMC2350446","","10.1136/bmj.312.7033.719"
"8597768","Student fundholding is a good idea","MacAuley D.","BMJ. 1996 Mar 16;312(7032):710. doi: 10.1136/bmj.312.7032.710.","MacAuley D","BMJ","1996","1996/03/16","PMC2350525","","10.1136/bmj.312.7032.710"
"8597767","Measurement of prostate specific antigen as screening test for prostate cancer. Measurement presents technical difficulties","Bartlett WA, Jones AF.","BMJ. 1996 Mar 16;312(7032):709-10. doi: 10.1136/bmj.312.7032.709b.","Bartlett WA","BMJ","1996","1996/03/16","PMC2350497","","10.1136/bmj.312.7032.709b"
"8597766","Measurement of prostate specific antigen as screening test for prostate cancer. Trials of treatment are needed before trials of screening","Sandhu S, Morris R, Matveev V, Kaisary AV.","BMJ. 1996 Mar 16;312(7032):709; author reply 709-10. doi: 10.1136/bmj.312.7032.709a.","Sandhu S","BMJ","1996","1996/03/16","PMC2350510","","10.1136/bmj.312.7032.709a"
"8597765","Measurement of prostate specific antigen as screening test for prostate cancer. Paper gives misleadingly optimistic view","Neal DE, Hamdy FC.","BMJ. 1996 Mar 16;312(7032):709; author reply 709-10. doi: 10.1136/bmj.312.7032.709c.","Neal DE","BMJ","1996","1996/03/16","PMC2350506","","10.1136/bmj.312.7032.709c"
"8597764","Measurement of prostate specific antigen as screening test for prostate cancer. False positive results cast doubt on conclusion","Warren P.","BMJ. 1996 Mar 16;312(7032):708-9; author reply 709-10. doi: 10.1136/bmj.312.7032.708c.","Warren P","BMJ","1996","1996/03/16","PMC2350502","","10.1136/bmj.312.7032.708c"
"8597763","Costs of prevention. Prevention encompasses more than screening","Khaw KT.","BMJ. 1996 Mar 16;312(7032):708.","Khaw KT","BMJ","1996","1996/03/16","PMC2350540","",""
"8597762","Costs of prevention. Place impossible political burden on local authorities","Connolly CK.","BMJ. 1996 Mar 16;312(7032):708.","Connolly CK","BMJ","1996","1996/03/16","PMC2350516","",""
"8597761","Patients who reattend after head injury. Criteria for performing skull radiography on first attendance need to be better defined","Coen D, Omazzi B, Pistone G.","BMJ. 1996 Mar 16;312(7032):707-8. doi: 10.1136/bmj.312.7032.707c.","Coen D","BMJ","1996","1996/03/16","PMC2350504","","10.1136/bmj.312.7032.707c"
"8597760","HTLV-I screening in Britain. Donors and recipients of organ transplants should also be screened","Jenks P, Raftery MJ, Breuer J.","BMJ. 1996 Mar 16;312(7032):707.","Jenks P","BMJ","1996","1996/03/16","PMC2350508","",""
"8597759","Computerised prescribing of chemotherapy reduces errors","Stoner NS, Tanfield CJ, Talbot DC.","BMJ. 1996 Mar 16;312(7032):707. doi: 10.1136/bmj.312.7032.707a.","Stoner NS","BMJ","1996","1996/03/16","PMC2350533","","10.1136/bmj.312.7032.707a"
"8597758","HTLV-I screening in Britain. Failure to screen may be a false economy","Harrison P, Ala FA, Milligan DW, Skidmore S.","BMJ. 1996 Mar 16;312(7032):706-7.","Harrison P","BMJ","1996","1996/03/16","PMC2350543","",""
"8597757","HTLV-I screening in Britain. Blood supply in Britain should be made safer","Kay LA.","BMJ. 1996 Mar 16;312(7032):706.","Kay LA","BMJ","1996","1996/03/16","PMC2350511","",""
"8597756","HTLV-I screening in Britain. Antenatal screening is important","Weber JN, Taylor GP.","BMJ. 1996 Mar 16;312(7032):706. doi: 10.1136/bmj.312.7032.706b.","Weber JN","BMJ","1996","1996/03/16","PMC2350513","","10.1136/bmj.312.7032.706b"
"8597755","Clinical guidelines may obviate need for thought","Heaney D.","BMJ. 1996 Mar 16;312(7032):706. doi: 10.1136/bmj.312.7032.706.","Heaney D","BMJ","1996","1996/03/16","PMC2350521","","10.1136/bmj.312.7032.706"
"8597754","Tobacco advertising. Committee exists to monitor agreements on tobacco advertising","Whitmore C.","BMJ. 1996 Mar 16;312(7032):705-6.","Whitmore C","BMJ","1996","1996/03/16","PMC2350522","",""
"8597753","Tobacco advertising. Cigarette advertisements are still allowed on television in Japan","Kawane H.","BMJ. 1996 Mar 16;312(7032):705. doi: 10.1136/bmj.312.7032.705a.","Kawane H","BMJ","1996","1996/03/16","PMC2350550","","10.1136/bmj.312.7032.705a"
"8597752","Compliance with infection control procedures in dentistry","Porter SR, Scully C, El-Maaytah M.","BMJ. 1996 Mar 16;312(7032):705.","Porter SR","BMJ","1996","1996/03/16","PMC2350524","",""
"8597751","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Causes of death need confirmation","Jellinger KA.","BMJ. 1996 Mar 16;312(7032):704-5. doi: 10.1136/bmj.312.7032.704.","Jellinger KA","BMJ","1996","1996/03/16","PMC2350538","","10.1136/bmj.312.7032.704"
"8597750","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. ""On treatment"" rather than intention to treat analysis should have been used","Gerlach M, Riederer P, Vogt H.","BMJ. 1996 Mar 16;312(7032):704; author reply 704-5.","Gerlach M","BMJ","1996","1996/03/16","PMC2350537","",""
"8597749","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Selegeline may be toxic in presence of increased dopamine concentrations","Yu PH, Lai CT, Boulton AA.","BMJ. 1996 Mar 16;312(7032):703-4; author reply 704-5. doi: 10.1136/bmj.312.7032.703b.","Yu PH","BMJ","1996","1996/03/16","PMC2350556","","10.1136/bmj.312.7032.703b"
"8597748","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Selegeline is effective and safe in early stages","MacMahon DG, Bland R.","BMJ. 1996 Mar 16;312(7032):703; author reply 704-5.","MacMahon DG","BMJ","1996","1996/03/16","PMC2350499","",""
"8597747","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Parkinson's disease is rarely a primary cause of death","Silva MT, Watts PM, Jenner P.","BMJ. 1996 Mar 16;312(7032):703; author reply 704-5. doi: 10.1136/bmj.312.7032.703.","Silva MT","BMJ","1996","1996/03/16","PMC2350542","","10.1136/bmj.312.7032.703"
"8597746","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Patients taking selegeline may have received more levodopa than necessary","Olanow CW, Godbold JH, Koller W.","BMJ. 1996 Mar 16;312(7032):702-3; author reply 704-5.","Olanow CW","BMJ","1996","1996/03/16","PMC2350527","",""
"8597745","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Stopping selegeline may lead to problems for patients","Anderson KE, Girdwood AC, Wilson JA.","BMJ. 1996 Mar 16;312(7032):702; author reply 704-5. doi: 10.1136/bmj.312.7032.702.","Anderson KE","BMJ","1996","1996/03/16","PMC2350517","","10.1136/bmj.312.7032.702"
"8597744","Effect of adding selegeline to levodopa in early, mild Parkinson's disease. Other studies have not shown increased mortality","Mäki-Ikola O, Kilkku O, Heinonen E.","BMJ. 1996 Mar 16;312(7032):702; author reply 704-5.","Mäki-Ikola O","BMJ","1996","1996/03/16","PMC2350532","",""
"8597743","Statistics notes. Logarithms","Bland JM, Altman DG.","BMJ. 1996 Mar 16;312(7032):700. doi: 10.1136/bmj.312.7032.700.","Bland JM","BMJ","1996","1996/03/16","PMC2350526","","10.1136/bmj.312.7032.700"
"8597742","Letter from Bosnia-Hercegovina. Signs of hope","Jones L.","BMJ. 1996 Mar 16;312(7032):698-700. doi: 10.1136/bmj.312.7032.698.","Jones L","BMJ","1996","1996/03/16","PMC2350518","","10.1136/bmj.312.7032.698"
"8597741","ABC of urology. Urological evaluation","Dawson C, Whitfield H.","BMJ. 1996 Mar 16;312(7032):695-8. doi: 10.1136/bmj.312.7032.695.","Dawson C","BMJ","1996","1996/03/16","PMC2350514","","10.1136/bmj.312.7032.695"
"8597740","Setting priorities, can Britain learn from Sweden?","McKee M, Figueras J.","BMJ. 1996 Mar 16;312(7032):691-4. doi: 10.1136/bmj.312.7032.691.","McKee M","BMJ","1996","1996/03/16","PMC2350553","","10.1136/bmj.312.7032.691"
"8597739","The interface between self medication and the NHS","Thomas DH, Noyce PR.","BMJ. 1996 Mar 16;312(7032):688-91. doi: 10.1136/bmj.312.7032.688.","Thomas DH","BMJ","1996","1996/03/16","PMC2350545","","10.1136/bmj.312.7032.688"
"8597738","Disseminated intravascular coagulation: diagnosis and treatment","Baglin T.","BMJ. 1996 Mar 16;312(7032):683-7. doi: 10.1136/bmj.312.7032.683.","Baglin T","BMJ","1996","1996/03/16","PMC2350519","","10.1136/bmj.312.7032.683"
"8597737","Adding retinal photography to screening for diabetic retinopathy: a prospective study in primary care","O'Hare JP, Hopper A, Madhaven C, Charny M, Purewell TS, Harney B, Griffiths J.","BMJ. 1996 Mar 16;312(7032):679-82. doi: 10.1136/bmj.312.7032.679.","O'Hare JP","BMJ","1996","1996/03/16","PMC2350501","","10.1136/bmj.312.7032.679"
"8597736","Effect of fish oil on heart rate variability in survivors of myocardial infarction: a double blind randomised controlled trial","Christensen JH, Gustenhoff P, Korup E, Aarøe J, Toft E, Møller J, Rasmussen K, Dyerberg J, Schmidt EB.","BMJ. 1996 Mar 16;312(7032):677-8. doi: 10.1136/bmj.312.7032.677.","Christensen JH","BMJ","1996","1996/03/16","PMC2350515","","10.1136/bmj.312.7032.677"
"8597735","Do people living near inner city main roads have more asthma needing treatment? Case control study","Livingstone AE, Shaddick G, Grundy C, Elliott P.","BMJ. 1996 Mar 16;312(7032):676-7. doi: 10.1136/bmj.312.7032.676.","Livingstone AE","BMJ","1996","1996/03/16","PMC2350529","","10.1136/bmj.312.7032.676"
"8597734","Control of hydatid disease in Wales","Palmer SR, Biffin AH, Craig PS, Walters TM.","BMJ. 1996 Mar 16;312(7032):674-5. doi: 10.1136/bmj.312.7032.674.","Palmer SR","BMJ","1996","1996/03/16","PMC2350534","","10.1136/bmj.312.7032.674"
"8597733","Health care rationing: the public's debate","Bowling A.","BMJ. 1996 Mar 16;312(7032):670-4. doi: 10.1136/bmj.312.7032.670.","Bowling A","BMJ","1996","1996/03/16","PMC2350498","","10.1136/bmj.312.7032.670"
"8597732","Air pollution and daily mortality in London: 1987-92","Anderson HR, Ponce de Leon A, Bland JM, Bower JS, Strachan DP.","BMJ. 1996 Mar 16;312(7032):665-9. doi: 10.1136/bmj.312.7032.665.","Anderson HR","BMJ","1996","1996/03/16","PMC2350512","","10.1136/bmj.312.7032.665"
"8597731","Association between air pollution and acute childhood wheezy episodes: prospective observational study","Buchdahl R, Parker A, Stebbings T, Babiker A.","BMJ. 1996 Mar 16;312(7032):661-5. doi: 10.1136/bmj.312.7032.661.","Buchdahl R","BMJ","1996","1996/03/16","PMC2350536","","10.1136/bmj.312.7032.661"
"8597730","European Union divided over drug policy","Watson R.","BMJ. 1996 Mar 16;312(7032):660.","Watson R","BMJ","1996","1996/03/16","","",""
"8597729","Britain tries to cut risk of hospital acquired infection","Court C.","BMJ. 1996 Mar 16;312(7032):660.","Court C","BMJ","1996","1996/03/16","","",""
"8597728","Company appeals to retain temazepam capsules","Dyer C.","BMJ. 1996 Mar 16;312(7032):659-60.","Dyer C","BMJ","1996","1996/03/16","","",""
"8597727","WHO fights ""forgotten"" diseases","May A.","BMJ. 1996 Mar 16;312(7032):659.","May A","BMJ","1996","1996/03/16","","",""
"8597726","Sheep cloned by nuclear transfer","Dyer O.","BMJ. 1996 Mar 16;312(7032):658. doi: 10.1136/bmj.312.7032.658.","Dyer O","BMJ","1996","1996/03/16","","","10.1136/bmj.312.7032.658"
"8597725","Pig organs approved for human transplants","Dillner L.","BMJ. 1996 Mar 16;312(7032):657. doi: 10.1136/bmj.312.7032.657.","Dillner L","BMJ","1996","1996/03/16","","","10.1136/bmj.312.7032.657"
"8597724","Behavioural disorders are overdiagnosed in US","Roberts J.","BMJ. 1996 Mar 16;312(7032):657. doi: 10.1136/bmj.312.7032.657a.","Roberts J","BMJ","1996","1996/03/16","","","10.1136/bmj.312.7032.657a"
"8597723","Britain and US clash over infanticide","Dyer C.","BMJ. 1996 Mar 16;312(7032):656. doi: 10.1136/bmj.312.7032.656b.","Dyer C","BMJ","1996","1996/03/16","","","10.1136/bmj.312.7032.656b"
"8597722","UK reviews intensive care and emergency services","Carnall D.","BMJ. 1996 Mar 16;312(7032):655. doi: 10.1136/bmj.312.7032.655.","Carnall D","BMJ","1996","1996/03/16","PMC2350551","","10.1136/bmj.312.7032.655"
"8597721","Providing intensive care","Ryan DW.","BMJ. 1996 Mar 16;312(7032):654. doi: 10.1136/bmj.312.7032.654.","Ryan DW","BMJ","1996","1996/03/16","PMC2350531","","10.1136/bmj.312.7032.654"
"8597720","Disclosure and use of personal health information","Woodward B.","BMJ. 1996 Mar 16;312(7032):653-4. doi: 10.1136/bmj.312.7032.653.","Woodward B","BMJ","1996","1996/03/16","PMC2350530","","10.1136/bmj.312.7032.653"
"8597719","Global commissioning by general practitioners","Shapiro J.","BMJ. 1996 Mar 16;312(7032):652-3. doi: 10.1136/bmj.312.7032.652.","Shapiro J","BMJ","1996","1996/03/16","PMC2350509","","10.1136/bmj.312.7032.652"
"8597718","Transplanting porcine hearts to humans","Bach FH.","BMJ. 1996 Mar 16;312(7032):651-2. doi: 10.1136/bmj.312.7032.651.","Bach FH","BMJ","1996","1996/03/16","PMC2350552","","10.1136/bmj.312.7032.651"
"8597717","Diagnosing motor neurone disease","Chancellor AM.","BMJ. 1996 Mar 16;312(7032):650-1. doi: 10.1136/bmj.312.7032.650.","Chancellor AM","BMJ","1996","1996/03/16","PMC2350520","","10.1136/bmj.312.7032.650"
"8597716","Air pollution: time for more clean air legislation?","Bates DV.","BMJ. 1996 Mar 16;312(7032):649-50. doi: 10.1136/bmj.312.7032.649.","Bates DV","BMJ","1996","1996/03/16","PMC2350505","","10.1136/bmj.312.7032.649"
"8595367","Don't rely on drinking wine to prevent traveller's diarrhoea","Cook KA, Mead PS, Mintz ED.","BMJ. 1996 Mar 9;312(7031):642. doi: 10.1136/bmj.312.7031.642b.","Cook KA","BMJ","1996","1996/03/09","PMC2350393","","10.1136/bmj.312.7031.642b"
"8595366","Concentration of von Willebrand factor in diabetes. Did authors measure serum or plasma concentrations?","Hunt BJ.","BMJ. 1996 Mar 9;312(7031):642. doi: 10.1136/bmj.312.7031.642.","Hunt BJ","BMJ","1996","1996/03/09","PMC2350373","","10.1136/bmj.312.7031.642"
"8595365","Coronary heart disease and atrial fibrillation. Studies have not shown a causal relation","Wheeldon N.","BMJ. 1996 Mar 9;312(7031):641-2. doi: 10.1136/bmj.312.7031.641a.","Wheeldon N","BMJ","1996","1996/03/09","PMC2350387","","10.1136/bmj.312.7031.641a"
"8595364","Prevalence of hepatitis C virus infection in Hashimoto's thyroiditis","Wagner B, Vierhapper H, Hofmann H.","BMJ. 1996 Mar 9;312(7031):640-1. doi: 10.1136/bmj.312.7031.640b.","Wagner B","BMJ","1996","1996/03/09","PMC2350409","","10.1136/bmj.312.7031.640b"
"8595363","Women are often followed up too soon after treatment for cervical intraepithelial neoplasia","Saha A, Maresh M.","BMJ. 1996 Mar 9;312(7031):640. doi: 10.1136/bmj.312.7031.640a.","Saha A","BMJ","1996","1996/03/09","PMC2350388","","10.1136/bmj.312.7031.640a"
"8595362","Incidence of and mortality from breast cancer since introduction of screening. Several factors must have a role in improved figures","Carnon A, Hole D, Gillis C, Brewster D.","BMJ. 1996 Mar 9;312(7031):640. doi: 10.1136/bmj.312.7031.640.","Carnon A","BMJ","1996","1996/03/09","PMC2350385","","10.1136/bmj.312.7031.640"
"8595361","Incidence of and mortality from breast cancer since introduction of screening. Scottish figures show higher incidence and similar mortality","Brewster D, Everington D, Harkness E, Gould A, Warner J, Dewar JA, Arrundale J.","BMJ. 1996 Mar 9;312(7031):639-40. doi: 10.1136/bmj.312.7031.639b.","Brewster D","BMJ","1996","1996/03/09","PMC2350391","","10.1136/bmj.312.7031.639b"
"8595360","Magnesium sulphate should be used for eclamptic fits","Duley L.","BMJ. 1996 Mar 9;312(7031):639. doi: 10.1136/bmj.312.7031.639.","Duley L","BMJ","1996","1996/03/09","PMC2350419","","10.1136/bmj.312.7031.639"
"8595359","General physicians are as good as cardiologists at interpreting ECGs","Prasad N, Pell AC, Lindsay M, Dunn FG, Srikanthan VS, Hogg KJ.","BMJ. 1996 Mar 9;312(7031):639. doi: 10.1136/bmj.312.7031.639a.","Prasad N","BMJ","1996","1996/03/09","PMC2350395","","10.1136/bmj.312.7031.639a"
"8595358","Women doctors' use of hormone replacement therapy. May be to enable them to cope with demands of their job","Griffiths F.","BMJ. 1996 Mar 9;312(7031):638-9. doi: 10.1136/bmj.312.7031.638c.","Griffiths F","BMJ","1996","1996/03/09","PMC2350381","","10.1136/bmj.312.7031.638c"
"8595357","Women doctors' use of hormone replacement therapy. High prevalence of use is not confined to doctors","Banks E, Crossley B, English R, Richardson A.","BMJ. 1996 Mar 9;312(7031):638. doi: 10.1136/bmj.312.7031.638b.","Banks E","BMJ","1996","1996/03/09","PMC2350417","","10.1136/bmj.312.7031.638b"
"8595356","Treatment of acute anaphylaxis. Patients should be taught how to inject adrenaline","Davies H, Harris J, Kakoo A.","BMJ. 1996 Mar 9;312(7031):638. doi: 10.1136/bmj.312.7031.638.","Davies H","BMJ","1996","1996/03/09","PMC2350422","","10.1136/bmj.312.7031.638"
"8595355","""Jumping beans"" are almost identical with medicines","Hewitt M.","BMJ. 1996 Mar 9;312(7031):638. doi: 10.1136/bmj.312.7031.638a.","Hewitt M","BMJ","1996","1996/03/09","PMC2350383","","10.1136/bmj.312.7031.638a"
"8595354","Treatment of acute anaphylaxis. Letters contained errors of logic","Fisher M.","BMJ. 1996 Mar 9;312(7031):637-8. doi: 10.1136/bmj.312.7031.637c.","Fisher M","BMJ","1996","1996/03/09","PMC2350410","","10.1136/bmj.312.7031.637c"
"8595353","Evaluating new surgical procedures. Hip replacements come in at least 10(11) varieties","Pegg DJ.","BMJ. 1996 Mar 9;312(7031):637. doi: 10.1136/bmj.312.7031.637.","Pegg DJ","BMJ","1996","1996/03/09","PMC2350425","","10.1136/bmj.312.7031.637"
"8595352","Evaluating new surgical procedures. Few trials of laparoscopic cholecystectomy have been randomised","McGinn FP, Terzi C.","BMJ. 1996 Mar 9;312(7031):637. doi: 10.1136/bmj.312.7031.637b.","McGinn FP","BMJ","1996","1996/03/09","PMC2350406","","10.1136/bmj.312.7031.637b"
"8595351","Evaluating new surgical procedures. Design of trials should depend on whether new skills are required","Majeed AW, Johnson AG.","BMJ. 1996 Mar 9;312(7031):637. doi: 10.1136/bmj.312.7031.637a.","Majeed AW","BMJ","1996","1996/03/09","PMC2350420","","10.1136/bmj.312.7031.637a"
"8595350","The war on drugs. The aim should be a drug free society","Gunning KF.","BMJ. 1996 Mar 9;312(7031):636-7. doi: 10.1136/bmj.312.7031.636c.","Gunning KF","BMJ","1996","1996/03/09","PMC2350407","","10.1136/bmj.312.7031.636c"
"8595349","The war on drugs. Legalisation would have to be accompanied by personal responsibility","Azuonye IO.","BMJ. 1996 Mar 9;312(7031):636. doi: 10.1136/bmj.312.7031.636.","Azuonye IO","BMJ","1996","1996/03/09","PMC2350390","","10.1136/bmj.312.7031.636"
"8595348","The war on drugs. Legalisation would be likely to result in increased use","Voth EA.","BMJ. 1996 Mar 9;312(7031):636. doi: 10.1136/bmj.312.7031.636b.","Voth EA","BMJ","1996","1996/03/09","PMC2350421","","10.1136/bmj.312.7031.636b"
"8595347","The war on drugs. Harm minimisation is a way of lessening effects of more harmful drugs","Robertson JR.","BMJ. 1996 Mar 9;312(7031):636. doi: 10.1136/bmj.312.7031.636a.","Robertson JR","BMJ","1996","1996/03/09","PMC2350418","","10.1136/bmj.312.7031.636a"
"8595346","The war on drugs. An international discussion is desirable","Garretsen HF, Sturmans F.","BMJ. 1996 Mar 9;312(7031):635-6. doi: 10.1136/bmj.312.7031.635b.","Garretsen HF","BMJ","1996","1996/03/09","PMC2350382","","10.1136/bmj.312.7031.635b"
"8595345","The war on drugs. Legalisation may be necessary","Wade OL.","BMJ. 1996 Mar 9;312(7031):635. doi: 10.1136/bmj.312.7031.635.","Wade OL","BMJ","1996","1996/03/09","PMC2350424","","10.1136/bmj.312.7031.635"
"8595344","The war on drugs. Editorial contained specious arguments","Esmonde TF.","BMJ. 1996 Mar 9;312(7031):635. doi: 10.1136/bmj.312.7031.635a.","Esmonde TF","BMJ","1996","1996/03/09","PMC2350400","","10.1136/bmj.312.7031.635a"
"8595343","Patients, society, and the increase in self medication","Blenkinsopp A, Bradley C.","BMJ. 1996 Mar 9;312(7031):629-32. doi: 10.1136/bmj.312.7031.629.","Blenkinsopp A","BMJ","1996","1996/03/09","PMC2350384","","10.1136/bmj.312.7031.629"
"8595342","Quality and professionalism in health care: a review of current initiatives in the NHS","Taylor D.","BMJ. 1996 Mar 9;312(7031):626-9. doi: 10.1136/bmj.312.7031.626.","Taylor D","BMJ","1996","1996/03/09","PMC2350394","","10.1136/bmj.312.7031.626"
"8595341","ABC of urology. Introduction to urology","Dawson C, Whitfield H.","BMJ. 1996 Mar 9;312(7031):623-5. doi: 10.1136/bmj.312.7031.623.","Dawson C","BMJ","1996","1996/03/09","PMC2350398","","10.1136/bmj.312.7031.623"
"8595340","A primer on leading the improvement of systems","Berwick DM.","BMJ. 1996 Mar 9;312(7031):619-22. doi: 10.1136/bmj.312.7031.619.","Berwick DM","BMJ","1996","1996/03/09","PMC2350403","","10.1136/bmj.312.7031.619"
"8595339","General practitioners' views on over the counter sales by community pharmacists","Erwin J, Britten N, Jones R.","BMJ. 1996 Mar 9;312(7031):617-8. doi: 10.1136/bmj.312.7031.617.","Erwin J","BMJ","1996","1996/03/09","PMC2350396","","10.1136/bmj.312.7031.617"
"8595338","Fair shares in health care? Ethnic and socioeconomic influences on recording of preventive care in selected inner London general practices. Healthy Eastenders Project","Atri J, Falshaw M, Linvingstone A, Robson J.","BMJ. 1996 Mar 9;312(7031):614-7. doi: 10.1136/bmj.312.7031.614.","Atri J","BMJ","1996","1996/03/09","PMC2350386","","10.1136/bmj.312.7031.614"
"8595337","Growth in the use of antibiotics in the community in England and Scotland in 1980-93","Davey PG, Bax RP, Newey J, Reeves D, Rutherford D, Slack R, Warren RE, Watt B, Wilson J.","BMJ. 1996 Mar 9;312(7031):613. doi: 10.1136/bmj.312.7031.613.","Davey PG","BMJ","1996","1996/03/09","PMC2350371","","10.1136/bmj.312.7031.613"
"8595336","Cases of euthanasia and assisted suicide reported to the public prosecutor in North Holland over 10 years","van der Wal G, Onwuteaka-Philipsen BD.","BMJ. 1996 Mar 9;312(7031):612-3. doi: 10.1136/bmj.312.7031.612.","van der Wal G","BMJ","1996","1996/03/09","PMC2350399","","10.1136/bmj.312.7031.612"
"8595335","Survey of neuroleptic prescribing in residents of nursing homes in Glasgow","McGrath AM, Jackson GA.","BMJ. 1996 Mar 9;312(7031):611-2. doi: 10.1136/bmj.312.7031.611.","McGrath AM","BMJ","1996","1996/03/09","PMC2350411","","10.1136/bmj.312.7031.611"
"8595334","Cognitive impairment and mortality in a cohort of elderly people","Gale CR, Martyn CN, Cooper C.","BMJ. 1996 Mar 9;312(7031):608-11. doi: 10.1136/bmj.312.7031.608.","Gale CR","BMJ","1996","1996/03/09","PMC2350374","","10.1136/bmj.312.7031.608"
"8595333","Thunderstorm associated asthma: a detailed analysis of environmental factors","Celenza A, Fothergill J, Kupek E, Shaw RJ.","BMJ. 1996 Mar 9;312(7031):604-7. doi: 10.1136/bmj.312.7031.604.","Celenza A","BMJ","1996","1996/03/09","PMC2350378","","10.1136/bmj.312.7031.604"
"8595332","A major outbreak of asthma associated with a thunderstorm: experience of accident and emergency departments and patients' characteristics. Thames Regions Accident and Emergency Trainees Association","Davidson AC, Emberlin J, Cook AD, Venables KM.","BMJ. 1996 Mar 9;312(7031):601-4. doi: 10.1136/bmj.312.7031.601.","Davidson AC","BMJ","1996","1996/03/09","PMC2350372","","10.1136/bmj.312.7031.601"
"8595331","Fifth anniversary changes for NHS reforms","Warden J.","BMJ. 1996 Mar 9;312(7031):600. doi: 10.1136/bmj.312.7031.600b.","Warden J","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.600b"
"8595330","French drug lottery idea causes uproar","Dorozynski A.","BMJ. 1996 Mar 9;312(7031):599-600. doi: 10.1136/bmj.312.7031.599b.","Dorozynski A","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.599b"
"8595329","US fills food with folic acid","Charatan FB.","BMJ. 1996 Mar 9;312(7031):599. doi: 10.1136/bmj.312.7031.599.","Charatan FB","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.599"
"8595328","France uncovers plan to bypass tobacco laws","Dorozynski A.","BMJ. 1996 Mar 9;312(7031):599. doi: 10.1136/bmj.312.7031.599a.","Dorozynski A","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.599a"
"8595327","Meningitis epidemic sweeps northern Nigeria","Court C.","BMJ. 1996 Mar 9;312(7031):598. doi: 10.1136/bmj.312.7031.598.","Court C","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.598"
"8595326","US company fined for reckless deaths","Gunn E.","BMJ. 1996 Mar 9;312(7031):597. doi: 10.1136/bmj.312.7031.597.","Gunn E","BMJ","1996","1996/03/09","","","10.1136/bmj.312.7031.597"
