PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4635028","Technic of lumbar puncture","Vandam LD.","N Engl J Med. 1972 Dec 28;287(26):1358. doi: 10.1056/NEJM197212282872621.","Vandam LD","N Engl J Med","1972","1972/12/28","","","10.1056/NEJM197212282872621"
"6015779","Hydrops fetalis with alpha thalassemia","Kan YW, Allen A, Lowenstein L.","N Engl J Med. 1967 Jan 5;276(1):18-23. doi: 10.1056/NEJM196701052760103.","Kan YW","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760103"
"6015558","Childhood migraine","","N Engl J Med. 1967 Jan 5;276(1):56-7. doi: 10.1056/NEJM196701052760112.","","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760112"
"6015557","Case records of the Massachusetts General Hospital. Case 1-1967","","N Engl J Med. 1967 Jan 5;276(1):47-55. doi: 10.1056/NEJM196701052760111.","","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760111"
"6015556","Court clinics in Massachusetts","Russell DH.","N Engl J Med. 1967 Jan 5;276(1):46-7. doi: 10.1056/NEJM196701052760110.","Russell DH","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760110"
"6015555","Jenner's ""Evergreen Valley""","Viets HR.","N Engl J Med. 1967 Jan 5;276(1):44-5. doi: 10.1056/NEJM196701052760108.","Viets HR","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760108"
"6015554","New concepts of residential care for the mentally retarded","Murray DG.","N Engl J Med. 1967 Jan 5;276(1):31-4. doi: 10.1056/NEJM196701052760106.","Murray DG","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760106"
"6015553","Clinical implications of extragonadal estrogen production","Kase N, Cohn GL.","N Engl J Med. 1967 Jan 5;276(1):28-31. doi: 10.1056/NEJM196701052760105.","Kase N","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760105"
"6015552","Hereditary hemolytic anemia with hexokinase deficiency. Role of hexokinase in erythrocyte aging","Valentine WN, Oski FA, Paglia DE, Baughan MA, Schneider AS, Naiman JL.","N Engl J Med. 1967 Jan 5;276(1):1-11. doi: 10.1056/NEJM196701052760101.","Valentine WN","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760101"
"6015551","Fever associated with juvenile rheumatoid arthritis","Calabro JJ, Marchesano JM.","N Engl J Med. 1967 Jan 5;276(1):11-8. doi: 10.1056/NEJM196701052760102.","Calabro JJ","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760102"
"5333081","Fat transport in lipoproteins--an integrated approach to mechanisms and disorders","Fredrickson DS, Levy RI, Lees RS.","N Engl J Med. 1967 Jan 5;276(1):34-42 contd. doi: 10.1056/NEJM196701052760107.","Fredrickson DS","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760107"
"4288850","Extragonadal estrogen production","","N Engl J Med. 1967 Jan 5;276(1):57-8. doi: 10.1056/NEJM196701052760113.","","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760113"
"4162814","Electroencephalographic changes in children with migraine","Whitehouse D, Pappas JA, Escala PH, Livingston S.","N Engl J Med. 1967 Jan 5;276(1):23-7. doi: 10.1056/NEJM196701052760104.","Whitehouse D","N Engl J Med","1967","1967/01/05","","","10.1056/NEJM196701052760104"
"6006021","Therapy by enzyme induction","","N Engl J Med. 1966 Dec 29;275(26):1508-9. doi: 10.1056/NEJM196612292752612.","","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752612"
"6006020","Enhancement of glucuronide-conjugating capacity in a hyperbilirubinemic infant due to apparent enzyme induction by phenobarbital","Yaffe SJ, Levy G, Matsuzawa T, Baliah T.","N Engl J Med. 1966 Dec 29;275(26):1461-6. doi: 10.1056/NEJM196612292752602.","Yaffe SJ","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752602"
"5956380","Dietitians to the fore","","N Engl J Med. 1966 Dec 29;275(26):1509. doi: 10.1056/nejm196612292752613.","","N Engl J Med","1966","1966/12/29","","","10.1056/nejm196612292752613"
"5956379","Medical education at Brown","","N Engl J Med. 1966 Dec 29;275(26):1509. doi: 10.1056/NEJM196612292752614.","","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752614"
"5956378","Case records of the Massachusetts General Hospital. Case 56-1966","","N Engl J Med. 1966 Dec 29;275(26):1500-7. doi: 10.1056/NEJM196612292752611.","","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752611"
"5956377","Concerning hepatotoxicity of halothane","Davidson CS, Babior B, Popper H.","N Engl J Med. 1966 Dec 29;275(26):1497. doi: 10.1056/NEJM196612292752609.","Davidson CS","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752609"
"5956376","Environmental hazards. Urban solid-waste management","First MW.","N Engl J Med. 1966 Dec 29;275(26):1478-85. doi: 10.1056/NEJM196612292752606.","First MW","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752606"
"5956375","Hypocalcemia--an unusual metabolic complication of breast cancer","Hall TC, Griffiths CT, Petranek JR.","N Engl J Med. 1966 Dec 29;275(26):1474-7. doi: 10.1056/NEJM196612292752605.","Hall TC","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752605"
"5956374","Lymphangiographic and angiographic diagnosis of persistent jugular lymph sac. Report of a case","Steinberg I, Watson RC.","N Engl J Med. 1966 Dec 29;275(26):1471-3. doi: 10.1056/NEJM196612292752604.","Steinberg I","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752604"
"5956373","Adrenergic nervous system in sodium metabolism. II. Effects of guanethidine on the renal response to sodium deprivation in normal man","Gill JR, Bartter FC.","N Engl J Med. 1966 Dec 29;275(26):1466-71. doi: 10.1056/NEJM196612292752603.","Gill JR","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752603"
"5956372","Diazoxide in the treatment of infantile hypoglycemia","Mereu TR, Kassoff A, Goodman AD.","N Engl J Med. 1966 Dec 29;275(26):1455-60. doi: 10.1056/NEJM196612292752601.","Mereu TR","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752601"
"5334109","Autosensitivity diseases (concluded). Immunologic and pathogenetic concepts in lupus erythematosus, rheumatoid arthritis and hemolytic anemia","Vaughan JH, Barnett EV, Leddy JP.","N Engl J Med. 1966 Dec 29;275(26):1486-94 concl. doi: 10.1056/NEJM196612292752607.","Vaughan JH","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752607"
"5297300","Permanent encephalopathy from toluene inhalation","Knox JW, Nelson JR.","N Engl J Med. 1966 Dec 29;275(26):1494-6. doi: 10.1056/NEJM196612292752608.","Knox JW","N Engl J Med","1966","1966/12/29","","","10.1056/NEJM196612292752608"
"5957632","Dopamine in the treatment of hypotension and shock","MacCannell KL, McNay JL, Meyer MB, Goldberg LI.","N Engl J Med. 1966 Dec 22;275(25):1389-98. doi: 10.1056/NEJM196612222752501.","MacCannell KL","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752501"
"5956371","Enter dopamine","","N Engl J Med. 1966 Dec 22;275(25):1446-7. doi: 10.1056/NEJM196612222752511.","","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752511"
"5956370","Hydrops fetalis","Driscoll SG.","N Engl J Med. 1966 Dec 22;275(25):1432-4. doi: 10.1056/NEJM196612222752508.","Driscoll SG","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752508"
"5956369","Pesticides","Upholt WM, Kearney PC.","N Engl J Med. 1966 Dec 22;275(25):1419-26. doi: 10.1056/NEJM196612222752506.","Upholt WM","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752506"
"5956368","Environmental hazards. Effects of community air pollution on prevalence of respiratory disease","Ferris BG Jr, Whittenberger JL.","N Engl J Med. 1966 Dec 22;275(25):1413-9. doi: 10.1056/NEJM196612222752505.","Ferris BG Jr","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752505"
"5956367","Leukopenia in Negroes","Broun GO Jr, Herbig FK, Hamilton JR.","N Engl J Med. 1966 Dec 22;275(25):1410-3. doi: 10.1056/NEJM196612222752504.","Broun GO Jr","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752504"
"5956366","Vascular obstruction of superior infundibulum causing nephralgia. A new syndrome","Fraley EE.","N Engl J Med. 1966 Dec 22;275(25):1403-9. doi: 10.1056/NEJM196612222752503.","Fraley EE","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752503"
"5956365","Evaluation of drug efficacy by a preference technic","Jick H, Slone D, Dinan B, Muench H.","N Engl J Med. 1966 Dec 22;275(25):1399-403. doi: 10.1056/NEJM196612222752502.","Jick H","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752502"
"5334378","Autosensitivity diseases. Immunologic and pathogenetic concepts in lupus erythematosus, rheumatoid arthritis and hemolytic anemia","Vaughan JH, Barnett EV, Leddy JP.","N Engl J Med. 1966 Dec 22;275(25):1426-32 contd. doi: 10.1056/NEJM196612222752507.","Vaughan JH","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752507"
"5334108","Dr. Zimmermann and Frederick the Great","Brugsch HG.","N Engl J Med. 1966 Dec 22;275(25):1434-5. doi: 10.1056/NEJM196612222752509.","Brugsch HG","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752509"
"4224854","Case records OF THE Massachusetts General Hospital. Weekly clinicopathological exercises. Case 55-1966","","N Engl J Med. 1966 Dec 22;275(25):1436-45. doi: 10.1056/NEJM196612222752510.","","N Engl J Med","1966","1966/12/22","","","10.1056/NEJM196612222752510"
"5923540","Visual impairment from antimalarial drug","Rothermich NO.","N Engl J Med. 1966 Dec 15;275(24):1383. doi: 10.1056/NEJM196612152752417.","Rothermich NO","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752417"
"5923539","Antibody formation in myasthenia gravis","","N Engl J Med. 1966 Dec 15;275(24):1381-2. doi: 10.1056/NEJM196612152752413.","","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752413"
"5923538","Maternal phenylketonuria","","N Engl J Med. 1966 Dec 15;275(24):1379-80. doi: 10.1056/NEJM196612152752411.","","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752411"
"5923537","Aglottic breath-holding spells","Gauk EW, Kidd L, Prichard JS.","N Engl J Med. 1966 Dec 15;275(24):1361-2. doi: 10.1056/NEJM196612152752407.","Gauk EW","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752407"
"5923536","Gastrointestinal manifestations of diabetes","Katz LA, Spiro HM.","N Engl J Med. 1966 Dec 15;275(24):1350-61. doi: 10.1056/NEJM196612152752406.","Katz LA","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752406"
"5923535","Environmental hazards. Operations research--a relatively new approach to managing man's environment","Harrington JJ.","N Engl J Med. 1966 Dec 15;275(24):1342-50. doi: 10.1056/NEJM196612152752405.","Harrington JJ","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752405"
"5923534","Pleural effusion in rheumatoid arthritis. Impaired transport of glucose","Dodson WH, Hollingsworth JW.","N Engl J Med. 1966 Dec 15;275(24):1337-42. doi: 10.1056/NEJM196612152752404.","Dodson WH","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752404"
"5923533","Mental retardation in children of phenylketonuric mothers","Mabry CC, Denniston JC, Coldwell JG.","N Engl J Med. 1966 Dec 15;275(24):1331-6. doi: 10.1056/NEJM196612152752403.","Mabry CC","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752403"
"5923532","Epidemic erythema infectiosum","Ager EA, Chin TD, Poland JD.","N Engl J Med. 1966 Dec 15;275(24):1326-31. doi: 10.1056/NEJM196612152752402.","Ager EA","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752402"
"5923531","Antibodies to muscle and thymus in nonmyasthenic patients with thymoma. Clinical evaluation","McFarlin DE, Barlow M, Strauss AJ.","N Engl J Med. 1966 Dec 15;275(24):1321-6. doi: 10.1056/NEJM196612152752401.","McFarlin DE","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752401"
"5332287","Thalassemia syndromes. Biochemical, genetic and clinical aspects","Marks PA.","N Engl J Med. 1966 Dec 15;275(24):1363-9. doi: 10.1056/NEJM196612152752409.","Marks PA","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752409"
"4224255","Case records of the Massachusetts General Hospital. Case 54-1966","","N Engl J Med. 1966 Dec 15;275(24):1369-78. doi: 10.1056/NEJM196612152752410.","","N Engl J Med","1966","1966/12/15","","","10.1056/NEJM196612152752410"
"5926679","Comparison of antacids for peptic ulcer","Tatum RW.","N Engl J Med. 1966 Dec 8;275(23):1316. doi: 10.1056/NEJM196612082752317.","Tatum RW","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752317"
"5926678","Dermatoglyphics in clinical medicine","","N Engl J Med. 1966 Dec 8;275(23):1314. doi: 10.1056/NEJM196612082752312.","","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752312"
"5926677","The training of foreign medical graduates","Livingston KE.","N Engl J Med. 1966 Dec 8;275(23):1288-91. doi: 10.1056/NEJM196612082752306.","Livingston KE","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752306"
"5926676","Twelve-year follow-up of New York narcotic addicts. II. The natural history of a chronic disease","Vaillant GE.","N Engl J Med. 1966 Dec 8;275(23):1282-8. doi: 10.1056/NEJM196612082752305.","Vaillant GE","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752305"
"5926675","Treatment of hypertension associated with the solitary ischemic kidney","Marable SA, Moore FT, Schieve JF.","N Engl J Med. 1966 Dec 8;275(23):1278-82. doi: 10.1056/NEJM196612082752304.","Marable SA","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752304"
"5332835","Abdominal surgery","Welch CE.","N Engl J Med. 1966 Dec 8;275(23):1291-301 concl. doi: 10.1056/NEJM196612082752307.","Welch CE","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752307"
"5332834","Transmission of glomerulonephritis from host to human-kidney allotransplant","Petersen VP, Olsen S, Kissmeyer-Nielsen F, Fjeldborg O.","N Engl J Med. 1966 Dec 8;275(23):1269-73. doi: 10.1056/NEJM196612082752302.","Petersen VP","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752302"
"4288780","Rhinovirus infections in an industrial population. I. The occurrence of illness","Gwaltney JM Jr, Hendley JO, Simon G, Jordan WS Jr.","N Engl J Med. 1966 Dec 8;275(23):1261-8. doi: 10.1056/NEJM196612082752301.","Gwaltney JM Jr","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752301"
"4224516","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 53-1966","","N Engl J Med. 1966 Dec 8;275(23):1305-12. doi: 10.1056/NEJM196612082752310.","","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752310"
"4224515","Unusual dermatolyphics associated with major congenital malformations","Achs R, Harper RG, Harrick NJ.","N Engl J Med. 1966 Dec 8;275(23):1273-8. doi: 10.1056/NEJM196612082752303.","Achs R","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752303"
"4162753","Familial emphysema and alpha-1-antitrypsin deficiency","Talamo RC, Blennerhassett JB, Austen KF.","N Engl J Med. 1966 Dec 8;275(23):1301-4. doi: 10.1056/NEJM196612082752308.","Talamo RC","N Engl J Med","1966","1966/12/08","","","10.1056/NEJM196612082752308"
"5950854","Mitral regurgitation in idiopathic hypertrophic subaortic stenosis","Dinsmore RE, Sanders CA, Harthorne JW.","N Engl J Med. 1966 Dec 1;275(22):1225-8. doi: 10.1056/NEJM196612012752204.","Dinsmore RE","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752204"
"5921860","Tryptophan as cause of hepatic coma","Ogihara K, Mozai T, Hirai S.","N Engl J Med. 1966 Dec 1;275(22):1255-6. doi: 10.1056/NEJM196612012752215.","Ogihara K","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752215"
"5921859","Case records of the Massachusetts General Hospital. Case 52-1966","","N Engl J Med. 1966 Dec 1;275(22):1244-52. doi: 10.1056/NEJM196612012752209.","","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752209"
"5921858","The physician and the jury","Chayet NL.","N Engl J Med. 1966 Dec 1;275(22):1242-3. doi: 10.1056/NEJM196612012752208.","Chayet NL","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752208"
"5921857","Partial intestinal obstruction in the newborn due to kinking of the proximal small bowel","Chamberlain JW.","N Engl J Med. 1966 Dec 1;275(22):1241-2. doi: 10.1056/NEJM196612012752207.","Chamberlain JW","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752207"
"5921856","Electrocardiographic abnormalities in a family with generalized lentigo","Walther RJ, Polansky BJ, Grotis IA.","N Engl J Med. 1966 Dec 1;275(22):1220-5. doi: 10.1056/NEJM196612012752203.","Walther RJ","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752203"
"5921855","Effects of MK-870 in normal subjects and hypertensive patients","Gombos EA, Freis ED, Moghadam A.","N Engl J Med. 1966 Dec 1;275(22):1215-20. doi: 10.1056/NEJM196612012752202.","Gombos EA","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752202"
"5921854","Treatment of myasthenia gravis with germine diacetate","Flacke W, Caviness VS Jr, Samaha FG.","N Engl J Med. 1966 Dec 1;275(22):1207-14. doi: 10.1056/NEJM196612012752201.","Flacke W","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752201"
"5331948","Abdominal surgery","Welch CE.","N Engl J Med. 1966 Dec 1;275(22):1232-40 contd. doi: 10.1056/NEJM196612012752206.","Welch CE","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752206"
"5331947","William Hickling Prescott, 1796-1859. An early report of iritis with arthritis","Atwater EC.","N Engl J Med. 1966 Dec 1;275(22):1228-32. doi: 10.1056/NEJM196612012752205.","Atwater EC","N Engl J Med","1966","1966/12/01","","","10.1056/NEJM196612012752205"
"5923740","Bacterial interference","","N Engl J Med. 1966 Nov 24;275(21):1197-8. doi: 10.1056/NEJM196611242752113.","","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752113"
"5923739","Case records of the Massachusetts General Hospital. Case 51-1966","","N Engl J Med. 1966 Nov 24;275(21):1189-96. doi: 10.1056/NEJM196611242752111.","","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752111"
"5923738","Medicine--profession or trade?","","N Engl J Med. 1966 Nov 24;275(21):1188-9. doi: 10.1056/NEJM196611242752110.","","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752110"
"5923737","Environmental hazards. Are conservation values limited to esthetics?","Drury WH Jr.","N Engl J Med. 1966 Nov 24;275(21):1168-72. doi: 10.1056/NEJM196611242752106.","Drury WH Jr","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752106"
"5923736","Infantile hypercalcemia syndrome in twins","Wiltse HE, Goldbloom RB, Antia AU, Ottesen OE, Rowe RD, Cooke RE.","N Engl J Med. 1966 Nov 24;275(21):1157-60. doi: 10.1056/NEJM196611242752103.","Wiltse HE","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752103"
"5923735","Angiographic findings in dissecting aortic aneurysm","Dinsmore RE, Rourke JA, DeSanctis RD, Harthorne JW, Austen WG.","N Engl J Med. 1966 Nov 24;275(21):1152-7. doi: 10.1056/NEJM196611242752102.","Dinsmore RE","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752102"
"5332312","Walter Phippen of Salem","","N Engl J Med. 1966 Nov 24;275(21):1199. doi: 10.1056/NEJM196611242752116.","","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752116"
"5332311","Unsavory aspects of the clinical trial","","N Engl J Med. 1966 Nov 24;275(21):1198-9. doi: 10.1056/NEJM196611242752114.","","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752114"
"5332310","Diagnosis and treatment of abnormal breast secretions","Barnes AB.","N Engl J Med. 1966 Nov 24;275(21):1184-7. doi: 10.1056/NEJM196611242752109.","Barnes AB","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752109"
"5332309","Beta-adrenergic receptor blocking drugs. Mechanisms of action and clinical applications","Epstein SE, Braunwald E.","N Engl J Med. 1966 Nov 24;275(21):1175-83 concl. doi: 10.1056/NEJM196611242752108.","Epstein SE","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752108"
"5332308","Peripheral plasma renin activity in renal-homotransplant recipients","Blaufox MD, Birbari AE, Hickler RB, Merrill JP.","N Engl J Med. 1966 Nov 24;275(21):1165-8. doi: 10.1056/NEJM196611242752105.","Blaufox MD","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752105"
"5180028","Bacterial interference in the therapy of recurrent staphylococcal infections. Multiple abscesses due to the implantation of the 502A strain of staphylococcus","Drutz DJ, Van Way MH, Schaffner W, Koenig MG.","N Engl J Med. 1966 Nov 24;275(21):1161-5. doi: 10.1056/NEJM196611242752104.","Drutz DJ","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752104"
"4288591","Protective effect of antibody to parainfluenza type 1 virus","Smith CB, Purcell RH, Bellanti JA, Chanock RM.","N Engl J Med. 1966 Nov 24;275(21):1145-52. doi: 10.1056/NEJM196611242752101.","Smith CB","N Engl J Med","1966","1966/11/24","","","10.1056/NEJM196611242752101"
"5950957","Case records of the Massachusetts General Hospital. Case 50-1966","","N Engl J Med. 1966 Nov 17;275(20):1125-33. doi: 10.1056/NEJM196611172752010.","","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752010"
"5925209","Fatal strongyloidiasis in patients receiving corticosteroids","Cruz T, Reboucas G, Rocha H.","N Engl J Med. 1966 Nov 17;275(20):1093-6. doi: 10.1056/NEJM196611172752003.","Cruz T","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752003"
"5923027","Immunologic mechanisms of penicillin allergy. A haptenic model system for the study of allergic diseases of man","Levine BB.","N Engl J Med. 1966 Nov 17;275(20):1115-25. doi: 10.1056/NEJM196611172752009.","Levine BB","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752009"
"5923026","Intestinal obstruction from a toy balloon","Climo MS, Scarpaci FL.","N Engl J Med. 1966 Nov 17;275(20):1114. doi: 10.1056/NEJM196611172752008.","Climo MS","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752008"
"5923025","Ovarian-vein thrombophlebitis","Lynch JK, Sreenivas V, Pelliccia O.","N Engl J Med. 1966 Nov 17;275(20):1112-3. doi: 10.1056/NEJM196611172752007.","Lynch JK","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752007"
"5923024","Environmental hazards. Electromagnetic radiation","Ferris BG Jr.","N Engl J Med. 1966 Nov 17;275(20):1100-5. doi: 10.1056/NEJM196611172752005.","Ferris BG Jr","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752005"
"5923023","Chronic hemodialysis using venipuncture and a surgically created arteriovenous fistula","Brescia MJ, Cimino JE, Appel K, Hurwich BJ.","N Engl J Med. 1966 Nov 17;275(20):1089-92. doi: 10.1056/NEJM196611172752002.","Brescia MJ","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752002"
"5923022","A critical evaluation of nalidixic acid in urinary-tract infections","Ronald AR, Turck M, Petersdorf RG.","N Engl J Med. 1966 Nov 17;275(20):1081-9. doi: 10.1056/NEJM196611172752001.","Ronald AR","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752001"
"5332590","Beta-adrenergic receptor blocking drugs. Mechanisms of action and clinical applications","Epstein SE, Braunwald E.","N Engl J Med. 1966 Nov 17;275(20):1106-12 contd. doi: 10.1056/NEJM196611172752006.","Epstein SE","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752006"
"5332215","Renal regulation of serum alpha-lipoproteins. Decrease of alpha-lipoproteins in the absence of renal function","Lewis LA, Zuehlke V, Nakamoto S, Kolff WJ, Page IH.","N Engl J Med. 1966 Nov 17;275(20):1097-100. doi: 10.1056/NEJM196611172752004.","Lewis LA","N Engl J Med","1966","1966/11/17","","","10.1056/NEJM196611172752004"
"5923346","Medicine in the news","","N Engl J Med. 1966 Nov 10;275(19):1075-6. doi: 10.1056/NEJM196611102751914.","","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751914"
"5923345","Lymphocyte transformation in multiple sclerosis","","N Engl J Med. 1966 Nov 10;275(19):1074-5. doi: 10.1056/NEJM196611102751913.","","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751913"
"5923344","Too much oxygen","","N Engl J Med. 1966 Nov 10;275(19):1073-4. doi: 10.1056/NEJM196611102751912.","","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751912"
"5923343","Education versus training","","N Engl J Med. 1966 Nov 10;275(19):1072-3. doi: 10.1056/NEJM196611102751911.","","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751911"
"5923342","Case records of the Massachusetts General Hospital. Case 49-1966","","N Engl J Med. 1966 Nov 10;275(19):1063-71. doi: 10.1056/NEJM196611102751910.","","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751910"
"5923341","Notes on childhood trauma","Snedeker L.","N Engl J Med. 1966 Nov 10;275(19):1061-2. doi: 10.1056/NEJM196611102751909.","Snedeker L","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751909"
"5923340","The formulation of diagnosis and treatment","Lipkin M, Almy TP, Kirkham FT Jr.","N Engl J Med. 1966 Nov 10;275(19):1049-52. doi: 10.1056/NEJM196611102751906.","Lipkin M","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751906"
"5923339","Problems of supply and demand in the education of nurses","Hale T.","N Engl J Med. 1966 Nov 10;275(19):1044-8. doi: 10.1056/NEJM196611102751905.","Hale T","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751905"
"5923338","Lymphocyte transformation in mutliple sclerosis induced by cerebrospinal fluid","Fowler I, Morris CE, Whitley T.","N Engl J Med. 1966 Nov 10;275(19):1041-4. doi: 10.1056/NEJM196611102751904.","Fowler I","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751904"
"5923337","Effect of plasma transfusions on the prothrombin time and clotting factors in liver disease","Spector I, Corn M, Ticktin HE.","N Engl J Med. 1966 Nov 10;275(19):1032-7. doi: 10.1056/NEJM196611102751902.","Spector I","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751902"
"5923336","Arteriographic assessment of lung scanning in the diagnosis of pulmonary thromboembolism","Fred HL, Burdine JA Jr, Gonzalez DA, Lockhart RW, Peabody CA, Alexander JK.","N Engl J Med. 1966 Nov 10;275(19):1025-32. doi: 10.1056/NEJM196611102751901.","Fred HL","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751901"
"5332260","Therapy of anaphylaxis","Sheffer AL.","N Engl J Med. 1966 Nov 10;275(19):1059-61. doi: 10.1056/NEJM196611102751908.","Sheffer AL","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751908"
"5332259","Pathogenesis and prognosis of prematurity","Abramowicz M, Kass EH.","N Engl J Med. 1966 Nov 10;275(19):1053-9 concl. doi: 10.1056/NEJM196611102751907.","Abramowicz M","N Engl J Med","1966","1966/11/10","","","10.1056/NEJM196611102751907"
